0.4636098,8.16537,13.31027,-0.1423114,0.3762839,173.900838757202,5.16625543134662,24.05669,22.58315,20.65255,19.71686,19.44855,2.970412,2.970025,1.697547,2.28987,1.955621
0.02954745,82.81796,112.0778,13.29118,27.25504,197.255195187307,44.8146584784595,18.13034,16.69624,16.03437,15.64238,15.29782,9.653323,10.70323,10.94977,10.21324,9.746815
0.07722546,61.75161,69.04625,10.3342,23.54858,200.79740289392,33.2247116780441,19.53831,18.30612,17.69794,17.32167,17.13843,2.808589,2.994827,3.061853,3.098504,2.976675
0.2638444,42.05931,53.92214,2.736547,7.520448,219.312234968637,-2.36372327454854,21.10999,19.39565,18.02335,17.50706,17.18336,3.48073,4.9896,3.933033,4.25547,3.796851
0.3009017,37.4628,53.9187,1.334734,4.684236,219.458563644402,0.204602569164425,25.82428,19.43054,17.8265,17.22424,16.87279,2.970076,4.206414,5.065416,4.316843,4.323463
0.1204718,45.83606,57.44041,5.49577,14.50642,141.046848265289,39.5605007263602,19.47125,18.17556,17.47522,17.09151,16.82453,4.648534,4.576039,4.520772,4.213764,4.693809
0.0229413,20.43354,23.90932,9.629789,12.07209,48.7631049010562,42.0370826529579,21.85497,22.09,22.87076,24.3618,21.68665,0.9681911,0.911024,0.783289,2.9699,0.8364264
0.4596937,9.171045,14.21979,0.06426933,0.7575868,334.075998114326,0.410612207220063,22.57067,22.20556,20.44842,19.54038,19.11306,1.424758,1.90617,1.692008,1.475497,1.615952
0.2837856,5.498407,10.33348,0.6033795,1.21498,140.283288348314,-1.65096185268471,22.05481,21.24666,20.53831,19.75888,19.26912,11.30702,3.250575,2.658538,2.828681,1.922782
0.4875841,8.14524,13.87389,0.2443864,0.817089,26.2745816827966,0.796443904743025,22.25547,21.80186,20.35801,19.53182,19.19786,11.30396,2.969769,2.360095,2.438506,1.61423
0.2047184,90.23273,120.9072,4.943042,16.50335,223.670563881934,9.66268437589871,20.71668,18.73346,17.45366,16.95757,16.59138,3.446218,3.945637,3.472179,3.246629,3.205994
0.08827763,84.44005,99.01644,13.69861,27.10761,9.8204880007562,14.3428256569501,19.41366,18.03951,17.1998,16.67116,16.37397,2.318185,3.279289,3.229307,3.054708,3.199539
0.2172425,25.04173,33.99485,1.917325,4.994611,113.660840222484,39.5704997655478,22.64269,19.93139,18.519,17.99508,17.6238,1.749488,2.910846,3.106759,3.261357,2.527679
0.4744146,10.41232,15.55267,-0.02427281,1.164369,163.193478003031,47.5562828656489,23.69981,21.8549,20.08353,19.22874,18.82785,0.8882719,2.969255,3.640376,4.876086,2.969288
0.4959875,5.25577,8.324815,-0.1055366,0.3682913,168.24552707106,17.4291132770595,23.52442,22.08176,20.45682,19.46762,19.25967,18.01537,1.587778,2.736088,2.888066,1.745045
