0.1766388,45.21739,50.04066,10.29914,21.26249,138.449353492785,51.2355294649352,19.39661,18.60506,18.14923,17.84925,17.68825
0.6177016,7.122633,11.31248,-0.04958384,0.4685748,143.717883597409,36.0500101152991,24.29095,23.29557,21.16337,20.10905,19.42132
0.06157161,136.5905,177.4409,10.11205,38.86605,227.397285597347,17.2458509981379,19.20384,17.33987,16.4395,16.01949,15.67561
0.1409647,88.47176,115.9987,7.030287,23.75916,174.472730196277,2.64876303842633,20.1778,18.16676,17.1524,16.75557,16.43134
0.1250069,88.63123,122.151,6.190975,19.62594,126.72362873941,47.1657050724988,19.93047,17.99276,16.8945,16.42052,16.0705
0.6695295,7.434565,14.33174,-0.08880803,0.3726913,252.08668802092,39.2727904409678,24.01753,22.89588,21.33375,20.04404,19.34476
0.6250699,23.89386,41.10783,0.1127123,1.163217,167.806561441965,-2.81967721193601,24.15236,22.49458,20.42675,19.22478,18.87586
0.5469112,9.821432,15.8659,0.08973459,0.7765636,124.415488116119,2.41500516024782,25.02468,22.23481,20.56064,19.53957,19.03823
0.1840425,6.256521,9.668524,0.3585923,1.193141,18.8891739610088,26.4264407427535,23.35409,22.02051,20.77559,20.01176,19.7148
0.4543988,14.82033,22.47753,0.08627127,1.261948,163.602454331243,37.9225158423977,23.47526,21.41971,19.62551,18.84715,18.45936
0.6117644,4.494003,7.371856,-0.002888267,0.3304266,25.2716136048301,16.8005838480644,22.55759,22.85973,21.25199,20.16265,19.52626
0.1041151,59.02069,80.40443,5.318576,13.92388,161.873024413379,41.0536648941858,20.37571,18.48589,17.53376,17.01579,16.68336
0.6807309,4.253018,6.069384,0.5670221,0.8268282,226.740250767687,36.7344530211619,23.37571,21.74346,20.84218,19.87438,19.53869
0.8738102,3.01564,7.752661,-0.06847837,0.1122702,33.3671429503152,3.05301092962206,24.83585,23.93248,21.81401,20.58147,19.56421
0.5622988,6.858517,10.85043,-0.08082727,0.4834307,212.828448938053,44.5868369866066,22.56792,22.66439,20.89943,19.83471,19.44006
