-0.001208042,99.23563,102.2619,50.63058,71.60793,192.272806708166,60.0151020682768,18.62021,17.81459,17.56178,17.46814,17.46614
-2.73151e-05,3.892143,3.74937,1.165488,2.75926,181.955093935602,54.5779871485858,21.75983,20.92603,20.74109,20.63782,20.29764
-0.0006363114,14.72255,14.34916,10.75796,14.78207,186.866362036895,53.8388195812369,20.58621,19.56026,19.57544,19.64307,19.64598
7.656911e-05,50.82014,90.9437,0.7325997,3.857719,8.17982382434207,-0.921895782409826,23.01659,20.83104,19.47953,18.19832,17.49115
3.885587e-05,56.09323,58.67665,12.04826,28.05548,253.815268223427,21.9334259070024,20.14297,18.82051,18.3139,18.1131,18.06534
0.001966062,1.237276,1.088514,1.034027,1.430662,349.747847379024,14.7705697190312,22.44003,21.89454,22.08226,22.03466,23.34113
8.330662e-05,5.031739,10.36898,-0.1011817,0.240046,120.255916303223,53.3173711139766,25.27835,23.6106,22.33846,20.80612,20.00963
0.0001213458,5.709203,5.031935,3.826015,4.613136,147.030089896626,3.81592318260387,21.56797,20.83778,20.72687,20.72016,20.7758
-0.001088846,126.6615,139.9219,45.85811,80.2201,3.08112574577211,33.3984744482949,18.64258,17.6942,17.31956,17.17687,17.12078
0.0001020808,109.1312,213.6013,0.9634987,7.083916,90.9505638488102,0.0015949175602223,23.05948,20.71149,18.9749,17.53147,16.68201
0.0002486993,665.4371,643.4557,290.908,518.6064,114.400334644742,21.4349282505159,16.41504,15.31336,15.1151,15.04936,15.08146
-0.00059293,10.28523,11.32131,2.671555,5.789866,138.859675544715,54.002643231424,20.71,19.98289,19.67479,19.37768,19.27499
-9.706371e-05,12.62867,17.64923,0.08472881,2.015786,252.511025346628,30.8727680885316,24.63824,21.53203,19.86075,19.80773,19.2907
-0.0003704386,8.411188,7.614189,6.574155,9.690286,114.243943127547,29.9642324687864,20.47113,20.02698,20.09623,20.1608,20.14405
0.0001478725,60.56887,66.33971,6.069955,26.95,129.957789270148,-0.0245807261107021,20.33105,18.7431,18.09172,17.85611,17.73483
