-3.215624e-05,190.3495,221.9344,7.671806,49.94957,237.774606936999,9.195648686042,20.51668,18.16919,17.13294,16.74237,16.49903,1.286005,1.599573,1.159618,1.1207,1.263281
-0.0001063664,17.22909,28.10756,3.553206,5.024636,229.832331301565,3.26403733223124,22.04015,20.33377,19.26483,18.28935,17.77493,2.11761,2.970889,27.92415,8.459044,7.437878
-0.0008603514,13.52164,11.80457,7.371378,10.10167,232.204704071165,38.9491898665034,20.68736,19.85086,19.50124,19.48599,19.52504,2.035142,1.343683,1.225808,1.308082,1.064341
-0.0006817448,8.170264,9.844388,0.2552414,2.555455,249.881662283182,37.8957447547866,24.00311,21.48029,20.69925,20.42945,20.5591,1.758477,1.541886,1.227879,1.176065,0.9022713
-2.116644e-05,29.65936,70.39208,0.0328302,1.447341,22.3064305390506,13.6153259206829,25.55946,21.95145,20.39863,18.80312,17.88569,2.969538,2.970154,1.162285,1.227162,1.471318
-0.0001205581,9.623333,16.21576,0.2202293,1.040642,211.134226480717,0.0904828081470183,23.16008,22.31319,20.69324,19.56259,19.06829,1.628324,1.597669,2.363515,2.123841,2.449871
-0.0002555772,6.816182,11.06495,0.4510163,1.133332,196.825092545469,65.2424600119484,22.38485,21.76632,20.5385,19.50219,18.90966,2.09431,2.969656,3.411808,3.668907,1.538048
-0.0002816904,128.0599,173.2084,7.29342,29.60002,325.200133966631,74.0215419020814,20.77916,18.71921,17.70134,17.20482,16.92627,11.30582,1.335837,1.361282,1.214483,1.173481
-0.0009114803,42.22655,44.40967,12.06381,25.58891,346.096706769347,13.8013709607777,20.04459,18.94145,18.47111,18.26468,18.21934,1.367902,1.189004,0.9561883,0.9161493,0.9657571
-0.00109139,4.061698,4.113485,0.9778218,2.513648,260.147617919762,27.1801569761037,22.67387,21.41615,21.30219,21.11383,20.81594,1.926905,1.333955,1.047228,1.179543,1.268204
0.0001243438,1302.012,1502.333,47.00589,331.2421,206.813893471187,27.4254968830469,18.58655,16.1376,15.09273,14.69682,14.54529,1.945101,1.622862,1.629233,1.337369,1.39455
8.786319e-05,533.3885,584.2014,118.0327,267.2702,125.129218030755,39.71876223598,17.63753,16.46393,15.92044,15.71668,15.56253,1.556116,1.392184,1.359521,1.211974,1.216995
3.765808e-05,12.42235,20.81072,0.5761374,2.648724,124.483143997969,48.6522462980101,23.97925,22.44366,21.67501,20.62377,19.51724,2.970714,1.313564,1.413066,1.413661,1.216572
0.0001296808,7.992618,16.48661,1.087091,1.5317,143.798638240235,43.6978770970415,23.72275,22.29862,21.48053,20.17964,19.35567,4.584944,2.35515,1.029451,0.9673002,2.918404
-0.0001859488,7.841435,17.26148,-0.01413924,0.3035956,204.129388667954,44.5025540945585,25.13927,22.9491,21.71,20.19864,19.35645,27.92876,27.9345,2.026147,1.563463,1.482556
