0.9147821,5.572489,8.629802,5.637581,5.281389,147.773096320042,26.0558654061235,21.34428,20.74074,20.70653,20.69691,20.32223
1.255512,6.212766,7.081054,2.508012,3.080249,143.624395298567,37.0139052618937,21.09445,21.22935,20.6988,20.53954,20.19984
1.282801,8.887946,8.487266,6.208617,6.696153,138.78983863646,39.0020275412976,20.07558,20.04131,19.91305,19.91719,20.04463
0.3706204,7.749259,11.19837,1.075508,1.72729,158.233788419353,35.6115940336981,21.75784,21.60691,20.90623,20.46023,19.97882
2.279718,5.236601,6.141407,3.351755,5.263964,212.868269506561,65.0586054769708,21.46297,21.02045,20.9558,20.85225,20.96558
1.345155,13.06552,12.67678,10.73704,8.978521,21.6900270867675,24.6990473278378,20.52109,20.37701,19.84747,19.81464,19.76077
1.284361,4.583055,6.599669,1.33203,1.98626,120.332422458384,28.0613618519644,22.36792,22.1925,21.89429,21.93687,21.52281
1.804132,2.365749,2.405056,1.515691,1.79331,128.666655831836,30.1439027629924,21.79156,21.65903,21.48483,21.13139,20.98528
2.41748,2.478887,2.035167,2.048805,3.218837,223.933041782051,2.27973963348695,22.10161,21.08011,20.97723,21.17451,20.52367
2.836658,2.985285,2.986679,1.008456,2.177345,172.745860139769,29.3069595173876,24.11836,21.55986,21.46675,21.26216,21.38211
1.630633,16.94941,15.82646,9.165625,12.23265,203.042848360077,2.66534569832483,19.62375,19.4157,19.36355,19.09886,19.28404
3.33934,2.56548,2.672578,-0.3736955,1.281308,140.017069265464,33.9007607494058,23.50912,21.8707,21.775,21.62134,22.14713
2.541053,6.53642,8.591693,3.373413,5.177723,243.309300085344,40.1623059196446,21.49482,20.58991,20.47451,20.47979,20.11556
2.369238,9.616891,11.10135,5.459385,8.770282,239.130708492601,39.2919429392518,20.69935,20.17008,20.12517,20.1637,20.01901
0.9420879,4.34232,5.665159,2.636407,2.819058,128.385472218476,35.6748129369132,21.26099,21.13597,20.81511,20.58913,20.3794
